"","ID","NPGS site","variable","emission","year","value"
"37",1,"Corvallis, Oregon","bioc_5","ssp126","2061-2080",31.2999992370605
"38",1,"Corvallis, Oregon","bioc_6","ssp126","2061-2080",3
"39",1,"Corvallis, Oregon","bioc_8","ssp126","2061-2080",6.59999990463257
"40",1,"Corvallis, Oregon","bioc_9","ssp126","2061-2080",22.6000003814697
"41",1,"Corvallis, Oregon","bioc_10","ssp126","2061-2080",21.8999996185303
"42",1,"Corvallis, Oregon","bioc_11","ssp126","2061-2080",7.40000009536743
"43",1,"Corvallis, Oregon","bioc_13","ssp126","2061-2080",200
"44",1,"Corvallis, Oregon","bioc_14","ssp126","2061-2080",13
"45",1,"Corvallis, Oregon","bioc_16","ssp126","2061-2080",545
"46",1,"Corvallis, Oregon","bioc_17","ssp126","2061-2080",64
"47",1,"Corvallis, Oregon","bioc_18","ssp126","2061-2080",66
"48",1,"Corvallis, Oregon","bioc_19","ssp126","2061-2080",511
"49",1,"Corvallis, Oregon","bioc_5","ssp126","2081-2100",31.2999992370605
"50",1,"Corvallis, Oregon","bioc_6","ssp126","2081-2100",3.20000004768372
"51",1,"Corvallis, Oregon","bioc_8","ssp126","2081-2100",6.80000019073486
"52",1,"Corvallis, Oregon","bioc_9","ssp126","2081-2100",22.3999996185303
"53",1,"Corvallis, Oregon","bioc_10","ssp126","2081-2100",21.7999992370605
"54",1,"Corvallis, Oregon","bioc_11","ssp126","2081-2100",7.59999990463257
"55",1,"Corvallis, Oregon","bioc_13","ssp126","2081-2100",209
"56",1,"Corvallis, Oregon","bioc_14","ssp126","2081-2100",13
"57",1,"Corvallis, Oregon","bioc_16","ssp126","2081-2100",574
"58",1,"Corvallis, Oregon","bioc_17","ssp126","2081-2100",61
"59",1,"Corvallis, Oregon","bioc_18","ssp126","2081-2100",63
"60",1,"Corvallis, Oregon","bioc_19","ssp126","2081-2100",537
"61",1,"Corvallis, Oregon","bioc_5","ssp245","2021-2040",30.1000003814697
"62",1,"Corvallis, Oregon","bioc_6","ssp245","2021-2040",2.09999990463257
"63",1,"Corvallis, Oregon","bioc_8","ssp245","2021-2040",5.59999990463257
"64",1,"Corvallis, Oregon","bioc_9","ssp245","2021-2040",21.2999992370605
"65",1,"Corvallis, Oregon","bioc_10","ssp245","2021-2040",20.6000003814697
"66",1,"Corvallis, Oregon","bioc_11","ssp245","2021-2040",6.40000009536743
"67",1,"Corvallis, Oregon","bioc_13","ssp245","2021-2040",201
"68",1,"Corvallis, Oregon","bioc_14","ssp245","2021-2040",12
"69",1,"Corvallis, Oregon","bioc_16","ssp245","2021-2040",541
"70",1,"Corvallis, Oregon","bioc_17","ssp245","2021-2040",60
"71",1,"Corvallis, Oregon","bioc_18","ssp245","2021-2040",65
"72",1,"Corvallis, Oregon","bioc_19","ssp245","2021-2040",528
"73",1,"Corvallis, Oregon","bioc_5","ssp245","2041-2060",31.2999992370605
"74",1,"Corvallis, Oregon","bioc_6","ssp245","2041-2060",2.79999995231628
"75",1,"Corvallis, Oregon","bioc_8","ssp245","2041-2060",6.40000009536743
"76",1,"Corvallis, Oregon","bioc_9","ssp245","2041-2060",22.7000007629395
"77",1,"Corvallis, Oregon","bioc_10","ssp245","2041-2060",21.8999996185303
"78",1,"Corvallis, Oregon","bioc_11","ssp245","2041-2060",7.09999990463257
"79",1,"Corvallis, Oregon","bioc_13","ssp245","2041-2060",191
"80",1,"Corvallis, Oregon","bioc_14","ssp245","2041-2060",12
"81",1,"Corvallis, Oregon","bioc_16","ssp245","2041-2060",522
"82",1,"Corvallis, Oregon","bioc_17","ssp245","2041-2060",62
"83",1,"Corvallis, Oregon","bioc_18","ssp245","2041-2060",62
"84",1,"Corvallis, Oregon","bioc_19","ssp245","2041-2060",503
"85",1,"Corvallis, Oregon","bioc_5","ssp245","2061-2080",32.2999992370605
"86",1,"Corvallis, Oregon","bioc_6","ssp245","2061-2080",3.5
"87",1,"Corvallis, Oregon","bioc_8","ssp245","2061-2080",7
"88",1,"Corvallis, Oregon","bioc_9","ssp245","2061-2080",23.5
"89",1,"Corvallis, Oregon","bioc_10","ssp245","2061-2080",22.7999992370605
"90",1,"Corvallis, Oregon","bioc_11","ssp245","2061-2080",7.80000019073486
"91",1,"Corvallis, Oregon","bioc_13","ssp245","2061-2080",211
"92",1,"Corvallis, Oregon","bioc_14","ssp245","2061-2080",13
"93",1,"Corvallis, Oregon","bioc_16","ssp245","2061-2080",543
"94",1,"Corvallis, Oregon","bioc_17","ssp245","2061-2080",61
"95",1,"Corvallis, Oregon","bioc_18","ssp245","2061-2080",61
"96",1,"Corvallis, Oregon","bioc_19","ssp245","2061-2080",524
"97",1,"Corvallis, Oregon","bioc_5","ssp245","2081-2100",32.9000015258789
"98",1,"Corvallis, Oregon","bioc_6","ssp245","2081-2100",3.90000009536743
"99",1,"Corvallis, Oregon","bioc_8","ssp245","2081-2100",7.5
"100",1,"Corvallis, Oregon","bioc_9","ssp245","2081-2100",23.8999996185303
"101",1,"Corvallis, Oregon","bioc_10","ssp245","2081-2100",23.2999992370605
"102",1,"Corvallis, Oregon","bioc_11","ssp245","2081-2100",8.19999980926514
"103",1,"Corvallis, Oregon","bioc_13","ssp245","2081-2100",207
"104",1,"Corvallis, Oregon","bioc_14","ssp245","2081-2100",13
"105",1,"Corvallis, Oregon","bioc_16","ssp245","2081-2100",559
"106",1,"Corvallis, Oregon","bioc_17","ssp245","2081-2100",63
"107",1,"Corvallis, Oregon","bioc_18","ssp245","2081-2100",64
"108",1,"Corvallis, Oregon","bioc_19","ssp245","2081-2100",534
"109",1,"Corvallis, Oregon","bioc_5","ssp370","2021-2040",30.2999992370605
"110",1,"Corvallis, Oregon","bioc_6","ssp370","2021-2040",2.29999995231628
"111",1,"Corvallis, Oregon","bioc_8","ssp370","2021-2040",5.80000019073486
"112",1,"Corvallis, Oregon","bioc_9","ssp370","2021-2040",21.5
"113",1,"Corvallis, Oregon","bioc_10","ssp370","2021-2040",20.7999992370605
"114",1,"Corvallis, Oregon","bioc_11","ssp370","2021-2040",6.59999990463257
"115",1,"Corvallis, Oregon","bioc_13","ssp370","2021-2040",195
"116",1,"Corvallis, Oregon","bioc_14","ssp370","2021-2040",12
"117",1,"Corvallis, Oregon","bioc_16","ssp370","2021-2040",541
"118",1,"Corvallis, Oregon","bioc_17","ssp370","2021-2040",62
"119",1,"Corvallis, Oregon","bioc_18","ssp370","2021-2040",63
"120",1,"Corvallis, Oregon","bioc_19","ssp370","2021-2040",502
"121",1,"Corvallis, Oregon","bioc_5","ssp370","2041-2060",31.6000003814697
"122",1,"Corvallis, Oregon","bioc_6","ssp370","2041-2060",2.90000009536743
"123",1,"Corvallis, Oregon","bioc_8","ssp370","2041-2060",6.59999990463257
"124",1,"Corvallis, Oregon","bioc_9","ssp370","2041-2060",22.7000007629395
"125",1,"Corvallis, Oregon","bioc_10","ssp370","2041-2060",22.1000003814697
"126",1,"Corvallis, Oregon","bioc_11","ssp370","2041-2060",7.19999980926514
"127",1,"Corvallis, Oregon","bioc_13","ssp370","2041-2060",213
"128",1,"Corvallis, Oregon","bioc_14","ssp370","2041-2060",12
"129",1,"Corvallis, Oregon","bioc_16","ssp370","2041-2060",563
"130",1,"Corvallis, Oregon","bioc_17","ssp370","2041-2060",59
"131",1,"Corvallis, Oregon","bioc_18","ssp370","2041-2060",62
"132",1,"Corvallis, Oregon","bioc_19","ssp370","2041-2060",537
"133",1,"Corvallis, Oregon","bioc_5","ssp370","2061-2080",33.0999984741211
"134",1,"Corvallis, Oregon","bioc_6","ssp370","2061-2080",4
"135",1,"Corvallis, Oregon","bioc_8","ssp370","2061-2080",7.59999990463257
"136",1,"Corvallis, Oregon","bioc_9","ssp370","2061-2080",24.1000003814697
"137",1,"Corvallis, Oregon","bioc_10","ssp370","2061-2080",23.6000003814697
"138",1,"Corvallis, Oregon","bioc_11","ssp370","2061-2080",8.19999980926514
"139",1,"Corvallis, Oregon","bioc_13","ssp370","2061-2080",196
"140",1,"Corvallis, Oregon","bioc_14","ssp370","2061-2080",12
"141",1,"Corvallis, Oregon","bioc_16","ssp370","2061-2080",532
"142",1,"Corvallis, Oregon","bioc_17","ssp370","2061-2080",60
"143",1,"Corvallis, Oregon","bioc_18","ssp370","2061-2080",65
"144",1,"Corvallis, Oregon","bioc_19","ssp370","2061-2080",505
"145",1,"Corvallis, Oregon","bioc_5","ssp370","2081-2100",35.5
"146",1,"Corvallis, Oregon","bioc_6","ssp370","2081-2100",4.5
"147",1,"Corvallis, Oregon","bioc_8","ssp370","2081-2100",8.30000019073486
"148",1,"Corvallis, Oregon","bioc_9","ssp370","2081-2100",25.7000007629395
"149",1,"Corvallis, Oregon","bioc_10","ssp370","2081-2100",25.3999996185303
"150",1,"Corvallis, Oregon","bioc_11","ssp370","2081-2100",9
"151",1,"Corvallis, Oregon","bioc_13","ssp370","2081-2100",192
"152",1,"Corvallis, Oregon","bioc_14","ssp370","2081-2100",12
"153",1,"Corvallis, Oregon","bioc_16","ssp370","2081-2100",524
"154",1,"Corvallis, Oregon","bioc_17","ssp370","2081-2100",60
"155",1,"Corvallis, Oregon","bioc_18","ssp370","2081-2100",68
"156",1,"Corvallis, Oregon","bioc_19","ssp370","2081-2100",485
"157",1,"Corvallis, Oregon","bioc_5","ssp585","2021-2040",30.5
"158",1,"Corvallis, Oregon","bioc_6","ssp585","2021-2040",2.59999990463257
"159",1,"Corvallis, Oregon","bioc_8","ssp585","2021-2040",6.30000019073486
"160",1,"Corvallis, Oregon","bioc_9","ssp585","2021-2040",21.7000007629395
"161",1,"Corvallis, Oregon","bioc_10","ssp585","2021-2040",21
"162",1,"Corvallis, Oregon","bioc_11","ssp585","2021-2040",6.90000009536743
"163",1,"Corvallis, Oregon","bioc_13","ssp585","2021-2040",203
"164",1,"Corvallis, Oregon","bioc_14","ssp585","2021-2040",13
"165",1,"Corvallis, Oregon","bioc_16","ssp585","2021-2040",558
"166",1,"Corvallis, Oregon","bioc_17","ssp585","2021-2040",60
"167",1,"Corvallis, Oregon","bioc_18","ssp585","2021-2040",61
"168",1,"Corvallis, Oregon","bioc_19","ssp585","2021-2040",533
"169",1,"Corvallis, Oregon","bioc_5","ssp585","2041-2060",32.0999984741211
"170",1,"Corvallis, Oregon","bioc_6","ssp585","2041-2060",3
"171",1,"Corvallis, Oregon","bioc_8","ssp585","2041-2060",6.69999980926514
"172",1,"Corvallis, Oregon","bioc_9","ssp585","2041-2060",22.7999992370605
"173",1,"Corvallis, Oregon","bioc_10","ssp585","2041-2060",22.5
"174",1,"Corvallis, Oregon","bioc_11","ssp585","2041-2060",7.40000009536743
"175",1,"Corvallis, Oregon","bioc_13","ssp585","2041-2060",203
"176",1,"Corvallis, Oregon","bioc_14","ssp585","2041-2060",12
"177",1,"Corvallis, Oregon","bioc_16","ssp585","2041-2060",537
"178",1,"Corvallis, Oregon","bioc_17","ssp585","2041-2060",58
"179",1,"Corvallis, Oregon","bioc_18","ssp585","2041-2060",60
"180",1,"Corvallis, Oregon","bioc_19","ssp585","2041-2060",516
"181",1,"Corvallis, Oregon","bioc_5","ssp585","2061-2080",34.4000015258789
"182",1,"Corvallis, Oregon","bioc_6","ssp585","2061-2080",4.19999980926514
"183",1,"Corvallis, Oregon","bioc_8","ssp585","2061-2080",8
"184",1,"Corvallis, Oregon","bioc_9","ssp585","2061-2080",24.7999992370605
"185",1,"Corvallis, Oregon","bioc_10","ssp585","2061-2080",24.5
"186",1,"Corvallis, Oregon","bioc_11","ssp585","2061-2080",8.69999980926514
"187",1,"Corvallis, Oregon","bioc_13","ssp585","2061-2080",185
"188",1,"Corvallis, Oregon","bioc_14","ssp585","2061-2080",12
"189",1,"Corvallis, Oregon","bioc_16","ssp585","2061-2080",511
"190",1,"Corvallis, Oregon","bioc_17","ssp585","2061-2080",57
"191",1,"Corvallis, Oregon","bioc_18","ssp585","2061-2080",66
"192",1,"Corvallis, Oregon","bioc_19","ssp585","2061-2080",487
"193",1,"Corvallis, Oregon","bioc_5","ssp585","2081-2100",37
"194",1,"Corvallis, Oregon","bioc_6","ssp585","2081-2100",5.5
"195",1,"Corvallis, Oregon","bioc_8","ssp585","2081-2100",9.30000019073486
"196",1,"Corvallis, Oregon","bioc_9","ssp585","2081-2100",26.7999992370605
"197",1,"Corvallis, Oregon","bioc_10","ssp585","2081-2100",26.7999992370605
"198",1,"Corvallis, Oregon","bioc_11","ssp585","2081-2100",10
"199",1,"Corvallis, Oregon","bioc_13","ssp585","2081-2100",187
"200",1,"Corvallis, Oregon","bioc_14","ssp585","2081-2100",12
"201",1,"Corvallis, Oregon","bioc_16","ssp585","2081-2100",529
"202",1,"Corvallis, Oregon","bioc_17","ssp585","2081-2100",56
"203",1,"Corvallis, Oregon","bioc_18","ssp585","2081-2100",67
"204",1,"Corvallis, Oregon","bioc_19","ssp585","2081-2100",496
"205",2,"Pullman, Washington","bioc_5","1970","2000",28.5880012512207
"206",2,"Pullman, Washington","bioc_6","1970","2000",-4.55999994277954
"207",2,"Pullman, Washington","bioc_8","1970","2000",0.112666636705399
"208",2,"Pullman, Washington","bioc_9","1970","2000",17.4466667175293
"209",2,"Pullman, Washington","bioc_10","1970","2000",17.771333694458
"210",2,"Pullman, Washington","bioc_11","1970","2000",-0.332000106573105
"211",2,"Pullman, Washington","bioc_13","1970","2000",72
"212",2,"Pullman, Washington","bioc_14","1970","2000",22
"213",2,"Pullman, Washington","bioc_16","1970","2000",207
"214",2,"Pullman, Washington","bioc_17","1970","2000",70
"215",2,"Pullman, Washington","bioc_18","1970","2000",83
"216",2,"Pullman, Washington","bioc_19","1970","2000",189
"217",2,"Pullman, Washington","bioc_5","ssp126","2021-2040",32.4000015258789
"218",2,"Pullman, Washington","bioc_6","ssp126","2021-2040",-3
"219",2,"Pullman, Washington","bioc_8","ssp126","2021-2040",0.100000001490116
"220",2,"Pullman, Washington","bioc_9","ssp126","2021-2040",22.3999996185303
"221",2,"Pullman, Washington","bioc_10","ssp126","2021-2040",20.7000007629395
"222",2,"Pullman, Washington","bioc_11","ssp126","2021-2040",1.20000004768372
"223",2,"Pullman, Washington","bioc_13","ssp126","2021-2040",82
"224",2,"Pullman, Washington","bioc_14","ssp126","2021-2040",20
"225",2,"Pullman, Washington","bioc_16","ssp126","2021-2040",218
"226",2,"Pullman, Washington","bioc_17","ssp126","2021-2040",62
"227",2,"Pullman, Washington","bioc_18","ssp126","2021-2040",78
"228",2,"Pullman, Washington","bioc_19","ssp126","2021-2040",196
"229",2,"Pullman, Washington","bioc_5","ssp126","2041-2060",33.5
"230",2,"Pullman, Washington","bioc_6","ssp126","2041-2060",-2.40000009536743
"231",2,"Pullman, Washington","bioc_8","ssp126","2041-2060",0.5
"232",2,"Pullman, Washington","bioc_9","ssp126","2041-2060",23.6000003814697
"233",2,"Pullman, Washington","bioc_10","ssp126","2041-2060",21.8999996185303
"234",2,"Pullman, Washington","bioc_11","ssp126","2041-2060",1.79999995231628
"235",2,"Pullman, Washington","bioc_13","ssp126","2041-2060",81
"236",2,"Pullman, Washington","bioc_14","ssp126","2041-2060",21
"237",2,"Pullman, Washington","bioc_16","ssp126","2041-2060",223
"238",2,"Pullman, Washington","bioc_17","ssp126","2041-2060",64
"239",2,"Pullman, Washington","bioc_18","ssp126","2041-2060",64
"240",2,"Pullman, Washington","bioc_19","ssp126","2041-2060",201
"241",2,"Pullman, Washington","bioc_5","ssp126","2061-2080",34.0999984741211
"242",2,"Pullman, Washington","bioc_6","ssp126","2061-2080",-2.20000004768372
"243",2,"Pullman, Washington","bioc_8","ssp126","2061-2080",1
"244",2,"Pullman, Washington","bioc_9","ssp126","2061-2080",24.1000003814697
"245",2,"Pullman, Washington","bioc_10","ssp126","2061-2080",22.3999996185303
"246",2,"Pullman, Washington","bioc_11","ssp126","2061-2080",2.09999990463257
"247",2,"Pullman, Washington","bioc_13","ssp126","2061-2080",80
"248",2,"Pullman, Washington","bioc_14","ssp126","2061-2080",17
"249",2,"Pullman, Washington","bioc_16","ssp126","2061-2080",221
"250",2,"Pullman, Washington","bioc_17","ssp126","2061-2080",63
"251",2,"Pullman, Washington","bioc_18","ssp126","2061-2080",78
"252",2,"Pullman, Washington","bioc_19","ssp126","2061-2080",199
"253",2,"Pullman, Washington","bioc_5","ssp126","2081-2100",34.5999984741211
"254",2,"Pullman, Washington","bioc_6","ssp126","2081-2100",-1.89999997615814
"255",2,"Pullman, Washington","bioc_8","ssp126","2081-2100",1.10000002384186
"256",2,"Pullman, Washington","bioc_9","ssp126","2081-2100",24.3999996185303
"257",2,"Pullman, Washington","bioc_10","ssp126","2081-2100",22.5
"258",2,"Pullman, Washington","bioc_11","ssp126","2081-2100",2.29999995231628
"259",2,"Pullman, Washington","bioc_13","ssp126","2081-2100",85
"260",2,"Pullman, Washington","bioc_14","ssp126","2081-2100",20
"261",2,"Pullman, Washington","bioc_16","ssp126","2081-2100",230
"262",2,"Pullman, Washington","bioc_17","ssp126","2081-2100",62
"263",2,"Pullman, Washington","bioc_18","ssp126","2081-2100",62
"264",2,"Pullman, Washington","bioc_19","ssp126","2081-2100",206
"265",2,"Pullman, Washington","bioc_5","ssp245","2021-2040",33
"266",2,"Pullman, Washington","bioc_6","ssp245","2021-2040",-3.29999995231628
"267",2,"Pullman, Washington","bioc_8","ssp245","2021-2040",-0.100000001490116
"268",2,"Pullman, Washington","bioc_9","ssp245","2021-2040",22.8999996185303
"269",2,"Pullman, Washington","bioc_10","ssp245","2021-2040",21.1000003814697
"270",2,"Pullman, Washington","bioc_11","ssp245","2021-2040",0.899999976158142
"271",2,"Pullman, Washington","bioc_13","ssp245","2021-2040",76
"272",2,"Pullman, Washington","bioc_14","ssp245","2021-2040",19
"273",2,"Pullman, Washington","bioc_16","ssp245","2021-2040",214
"274",2,"Pullman, Washington","bioc_17","ssp245","2021-2040",63
"275",2,"Pullman, Washington","bioc_18","ssp245","2021-2040",75
"276",2,"Pullman, Washington","bioc_19","ssp245","2021-2040",197
"277",2,"Pullman, Washington","bioc_5","ssp245","2041-2060",34.4000015258789
"278",2,"Pullman, Washington","bioc_6","ssp245","2041-2060",-2.09999990463257
"279",2,"Pullman, Washington","bioc_8","ssp245","2041-2060",0.899999976158142
"280",2,"Pullman, Washington","bioc_9","ssp245","2041-2060",24.3999996185303
"281",2,"Pullman, Washington","bioc_10","ssp245","2041-2060",22.5
"282",2,"Pullman, Washington","bioc_11","ssp245","2041-2060",1.79999995231628
"283",2,"Pullman, Washington","bioc_13","ssp245","2041-2060",82
"284",2,"Pullman, Washington","bioc_14","ssp245","2041-2060",16
"285",2,"Pullman, Washington","bioc_16","ssp245","2041-2060",218
"286",2,"Pullman, Washington","bioc_17","ssp245","2041-2060",60
"287",2,"Pullman, Washington","bioc_18","ssp245","2041-2060",74
"288",2,"Pullman, Washington","bioc_19","ssp245","2041-2060",197
"289",2,"Pullman, Washington","bioc_5","ssp245","2061-2080",35.5
"290",2,"Pullman, Washington","bioc_6","ssp245","2061-2080",-1.60000002384186
"291",2,"Pullman, Washington","bioc_8","ssp245","2061-2080",1.39999997615814
"292",2,"Pullman, Washington","bioc_9","ssp245","2061-2080",25.3999996185303
"293",2,"Pullman, Washington","bioc_10","ssp245","2061-2080",23.3999996185303
"294",2,"Pullman, Washington","bioc_11","ssp245","2061-2080",2.5
"295",2,"Pullman, Washington","bioc_13","ssp245","2061-2080",83
"296",2,"Pullman, Washington","bioc_14","ssp245","2061-2080",20
"297",2,"Pullman, Washington","bioc_16","ssp245","2061-2080",229
"298",2,"Pullman, Washington","bioc_17","ssp245","2061-2080",63
"299",2,"Pullman, Washington","bioc_18","ssp245","2061-2080",63
"300",2,"Pullman, Washington","bioc_19","ssp245","2061-2080",210
"301",2,"Pullman, Washington","bioc_5","ssp245","2081-2100",36.2000007629395
"302",2,"Pullman, Washington","bioc_6","ssp245","2081-2100",-1
"303",2,"Pullman, Washington","bioc_8","ssp245","2081-2100",1.89999997615814
"304",2,"Pullman, Washington","bioc_9","ssp245","2081-2100",26.1000003814697
"305",2,"Pullman, Washington","bioc_10","ssp245","2081-2100",24.1000003814697
"306",2,"Pullman, Washington","bioc_11","ssp245","2081-2100",3.09999990463257
"307",2,"Pullman, Washington","bioc_13","ssp245","2081-2100",86
"308",2,"Pullman, Washington","bioc_14","ssp245","2081-2100",19
"309",2,"Pullman, Washington","bioc_16","ssp245","2081-2100",235
"310",2,"Pullman, Washington","bioc_17","ssp245","2081-2100",60
"311",2,"Pullman, Washington","bioc_18","ssp245","2081-2100",60
"312",2,"Pullman, Washington","bioc_19","ssp245","2081-2100",214
"313",2,"Pullman, Washington","bioc_5","ssp370","2021-2040",33.2999992370605
"314",2,"Pullman, Washington","bioc_6","ssp370","2021-2040",-3
"315",2,"Pullman, Washington","bioc_8","ssp370","2021-2040",0.100000001490116
"316",2,"Pullman, Washington","bioc_9","ssp370","2021-2040",23.2000007629395
"317",2,"Pullman, Washington","bioc_10","ssp370","2021-2040",21.2999992370605
"318",2,"Pullman, Washington","bioc_11","ssp370","2021-2040",1.20000004768372
"319",2,"Pullman, Washington","bioc_13","ssp370","2021-2040",79
"320",2,"Pullman, Washington","bioc_14","ssp370","2021-2040",18
"321",2,"Pullman, Washington","bioc_16","ssp370","2021-2040",216
"322",2,"Pullman, Washington","bioc_17","ssp370","2021-2040",61
"323",2,"Pullman, Washington","bioc_18","ssp370","2021-2040",73
"324",2,"Pullman, Washington","bioc_19","ssp370","2021-2040",194
"325",2,"Pullman, Washington","bioc_5","ssp370","2041-2060",35
"326",2,"Pullman, Washington","bioc_6","ssp370","2041-2060",-2.09999990463257
"327",2,"Pullman, Washington","bioc_8","ssp370","2041-2060",1.10000002384186
"328",2,"Pullman, Washington","bioc_9","ssp370","2041-2060",24.7999992370605
"329",2,"Pullman, Washington","bioc_10","ssp370","2041-2060",22.7999992370605
"330",2,"Pullman, Washington","bioc_11","ssp370","2041-2060",1.89999997615814
"331",2,"Pullman, Washington","bioc_13","ssp370","2041-2060",81
"332",2,"Pullman, Washington","bioc_14","ssp370","2041-2060",18
"333",2,"Pullman, Washington","bioc_16","ssp370","2041-2060",224
"334",2,"Pullman, Washington","bioc_17","ssp370","2041-2060",62
"335",2,"Pullman, Washington","bioc_18","ssp370","2041-2060",62
"336",2,"Pullman, Washington","bioc_19","ssp370","2041-2060",204
"337",2,"Pullman, Washington","bioc_5","ssp370","2061-2080",37.2000007629395
"338",2,"Pullman, Washington","bioc_6","ssp370","2061-2080",-0.699999988079071
"339",2,"Pullman, Washington","bioc_8","ssp370","2061-2080",2.09999990463257
"340",2,"Pullman, Washington","bioc_9","ssp370","2061-2080",27.2000007629395
"341",2,"Pullman, Washington","bioc_10","ssp370","2061-2080",25.1000003814697
"342",2,"Pullman, Washington","bioc_11","ssp370","2061-2080",3.20000004768372
"343",2,"Pullman, Washington","bioc_13","ssp370","2061-2080",83
"344",2,"Pullman, Washington","bioc_14","ssp370","2061-2080",17
"345",2,"Pullman, Washington","bioc_16","ssp370","2061-2080",226
"346",2,"Pullman, Washington","bioc_17","ssp370","2061-2080",63
"347",2,"Pullman, Washington","bioc_18","ssp370","2061-2080",63
"348",2,"Pullman, Washington","bioc_19","ssp370","2061-2080",207
"349",2,"Pullman, Washington","bioc_5","ssp370","2081-2100",39.7999992370605
"350",2,"Pullman, Washington","bioc_6","ssp370","2081-2100",0.200000002980232
"351",2,"Pullman, Washington","bioc_8","ssp370","2081-2100",3.09999990463257
"352",2,"Pullman, Washington","bioc_9","ssp370","2081-2100",29.7000007629395
"353",2,"Pullman, Washington","bioc_10","ssp370","2081-2100",27.2999992370605
"354",2,"Pullman, Washington","bioc_11","ssp370","2081-2100",4
"355",2,"Pullman, Washington","bioc_13","ssp370","2081-2100",92
"356",2,"Pullman, Washington","bioc_14","ssp370","2081-2100",18
"357",2,"Pullman, Washington","bioc_16","ssp370","2081-2100",239
"358",2,"Pullman, Washington","bioc_17","ssp370","2081-2100",64
"359",2,"Pullman, Washington","bioc_18","ssp370","2081-2100",64
"360",2,"Pullman, Washington","bioc_19","ssp370","2081-2100",215
"361",2,"Pullman, Washington","bioc_5","ssp585","2021-2040",33.4000015258789
"362",2,"Pullman, Washington","bioc_6","ssp585","2021-2040",-2.29999995231628
"363",2,"Pullman, Washington","bioc_8","ssp585","2021-2040",0.800000011920929
"364",2,"Pullman, Washington","bioc_9","ssp585","2021-2040",23.3999996185303
"365",2,"Pullman, Washington","bioc_10","ssp585","2021-2040",21.3999996185303
"366",2,"Pullman, Washington","bioc_11","ssp585","2021-2040",1.60000002384186
"367",2,"Pullman, Washington","bioc_13","ssp585","2021-2040",83
"368",2,"Pullman, Washington","bioc_14","ssp585","2021-2040",19
"369",2,"Pullman, Washington","bioc_16","ssp585","2021-2040",224
"370",2,"Pullman, Washington","bioc_17","ssp585","2021-2040",64
"371",2,"Pullman, Washington","bioc_18","ssp585","2021-2040",75
"372",2,"Pullman, Washington","bioc_19","ssp585","2021-2040",203
"373",2,"Pullman, Washington","bioc_5","ssp585","2041-2060",35.4000015258789
